commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp
ORABEST MOUTH SPRAY,أورابيست موث,ZINGIBER ROOT OIL+PROPOLIS DRY EXTRACT+TEA TREE OIL+EUCALYPTUS OIL+SAGE OIL+THYME OIL+PEPPERMINT OIL,DREAMS > QUAD PHARMACEUTICAL,ORAL SPRAY,MOUTH,75.0
ORACAL 500MG  30 TAB.,أوراكال,CALCIUM,DELTA PHARMA,CALCIUM SUPPLEMENT,ORAL.SOLID,21.6
ORACEF 100MG/5ML SUSP. 60ML (N/A),أوراسيف /,CEFIXIME,UP PHARMA,ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION,ORAL.LIQUID,31.0
ORACIN MOUTH WASH 120 ML,أوراسين موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,49.0
ORACIN MOUTH WASH 240 ML,أوراسين موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,64.0
ORACIN VERDE MOUTH WASH 125ML,أوراسين فيردي موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,49.0
ORACOOLNEX 60 ML MOUTH WASH,أوراكولنيكس موث واش,HONEY- CLOVE OIL-TEA TREE OIL-MENTHOL,SMARTEC > ALPHA CEUTICAL PHARMA,MOUTH REFRESH,UNKNOWN,85.0
ORACURE ORAL GEL 15 GM,أوراكوري أورال,CETYLPYRIDINIUM CHLORIDE+LIDOCAINE,AMOUN,ORAL CARE,TOPICAL,17.0
ORACURE ORAL GEL 30 GM,أوراكوري أورال,CETYLPYRIDINIUM CHLORIDE+LIDOCAINE,AMOUN,ORAL CARE,TOPICAL,24.0
ORAFRESH MOUTH WASH 120ML,أورافريش موث واش,CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS+SODIUM LAURYL SULFATE+GLYCEROL+PEPPERMINT FLAVOUR+ETHANOL+D,EGYPTIAN COMPANY FOR COSMETICS > PEARLA PHARM,ORAL CARE,MOUTH,44.95
ORAGAWELL 100MG 6 SCORED F.C. TABS.,أوراجاويلل 6 سكوريد,SILDENAFIL,MEDIZEN PHARMACEUTICAL INDUSTRIES,SEXUAL TONIC,ORAL.SOLID,34.0
ORAL CARE TOPIA 120 ML MOUTHWASH  (CLOVE OR PEPPERMINT),أورال كاري توبيا,ZINC+CHLORHEXIDINE+MYRRH OIL+THYME OIL+EUCALYPTUS OIL+CLOVE OIL+PEPPERMINT OIL+GREEN TEA+ALOE VERA+GLYCERINE,NILE FOR COSMETICS > MU PHARMACEUTICAL,MOUTHWASH FOR MAXIMUM ORAL CARE,MOUTH,60.0
ORAL CARE TOPIA 40 ML SPRAY,أورال كاري توبيا,ZINC+BETA-SITOSTEROL+PROPOLIS+HORSETAIL+LIQUORICE+ECHINACEAE+CLOVE OIL+HYALURONIC ACID,NILE FOR COSMETICS > MU PHARMACEUTICAL,ORAL SPRAY FOR ORAL ULCERS   BLEEDING    INFLAMMATION   TEETH PAIN   POST ORAL OPERATIONS OR TEETH REMOVAL   TONSILITIS AND PHARYNGITIS,UNKNOWN,65.0
ORAL POLIOMYLITIS VACCINE,أورال بوليوميليتيس فاكسيني,VACCINE INACTIVATED POLIOMYELITIS TYPE 1+TYPE 2+TYPE 3,VACSERA,VACCINE,ORAL.LIQUID,10.0
ORALAST MOUTHWASH 220 ML,أورالاست,,MEDIZEN PHARMACEUTICAL INDUSTRIES,ORAL CARE,MOUTH,60.0
ORALDENE MOUTH WASH OR GARGLE (N/A),أورالديني موث واش أور,HEXETIDINE,HIKMA PHARMA > JOHNSON & JOHNSON USA,MOUTH WASH,MOUTH,7.0
ORALEX ORAL GEL 15 GM,أوراليكس أورال,SODIUM PERBORATE+CLOVE OIL+PEPPERMINT OIL+TEA TREE OIL+SORBITOL,KATO PRESTIGE COSMETICS > PHARMASERVE,ORAL CARE,TOPICAL,12.0
ORALIFE CARE 30ML SPRAY,أوراليفي كاري,CHLORHEXIDINE-MENTOL-CLOVE OIL- GREEN TEA-HONEY VIT E,DREAMS EL HABOBA > LIFE PHARMA INTERNATIONAL,ORAL SPRAY,ORAL.LIQUID,65.0
ORAMAX MOUTH SPRAY 30 ML,أوراماكس موث,COCOMIDO PROPYL BETAINE+PROPYLENE GLYCOL+ETHANOL+SODIUM BENZOATE+CLOVE OIL+SAGE OIL+MYRRH OIL+PEPPER,LEADER COSMETICS > ORIGINAL GROUP,ORAL CARE,MOUTH,65.0
ORAMAX PEDIATRICS MOUTH SPRAY 30 ML,أوراماكس بيدياتريكس موث,CLOVE OIL+SAGE OIL+MYRRH OIL+PEPPERMINT OIL+SODIUM FLOURIDE,LEADER COSMETICS > ORIGINAL GROUP,ORAL CARE,MOUTH,65.0
ORAMELLA  60 ML MOUTH SPRAY,أوراميللا موث,CHLORHEXIDINE+EUCALYPTUS OIL+MENTHOL CRYSTAL+JOJOBA OIL THAYMUS OIL+TOCOPHEROL,NILE COSMETICS > P PHARM,MOUTH SPRAY,UNKNOWN,49.0
ORANAL 10 SACHETS,أورانال,LACTOFERRIN+VITAMIN C+ZINC+OMEGA 3+VIT B12+SELENIUM,ORGANIC PHARM > TRUVA  COM,IRON SUPPLEMENT,EFF,85.0
ORANDOPEN 30 TABLETS,أوراندوبين,URIDINE 300 MG+CYTIDINE 100 MG+BENFOTIAMINE 1.1 MG+VITAMIN B12 2.4 ?G,ULTRA BAYER EGYPT > INCANDESCE,SUPPORTS HEATHE OF NERVOUS SYSTEM,ORAL.SOLID,300.0
ORANGACEA 10 SACHETS (N/A),أورانجاسيا,ECHINACEAE PURPUREA+VITAMIN C,MEPACO > RIVA PHARMA S.A.E.,IMMUNITY BOOSTER,EFF,14.25
ORANGE C 12 EFF. TABS.,أورانجي ك 12 إفف,VITAMIN C+ZINC,AMCOMED > EXCELLENCE PHARMA GROUP (EPG),MULTIVITAMIN,EFF,39.0
ORANGEDAILY 10% VITAMIN C SERUM 28 ML,أورانجيدايلي 10% فيتامين ك سيروم,,AMPAC USA INC. > SPRING,SKIN CARE,TOPICAL,449.0
ORANGEDAILY ANTI-AGING RETINOL COMPLEX  28 ML,أورانجيدايلي أنتي-أجينج ريتينول كومبليكس,,AMPAC USA INC. > SPRING,SKIN CARE,TOPICAL,378.25
ORANGEDAILY DAILY CLEANSER 177 ML,أورانجيدايلي دايلي كليانسير,,AMPAC USA INC. > SPRING,SKIN CARE,TOPICAL,225.0
ORANGEDAILY DAILY TONER 177 ML,أورانجيدايلي دايلي تونير,,AMPAC USA INC. > SPRING,SKIN CARE,UNKNOWN,225.0
ORANGEDAILY DUAL ACTION WHITENING CREAM 57 GM,أورانجيدايلي دوال أكتيون وهيتينينج,,AMPAC USA INC. > SPRING,WHITENING TOPICAL,TOPICAL,359.0
ORANGEDAILY EYE COMPLEX  15 ML,أورانجيدايلي إيي كومبليكس,,AMPAC USA INC. > SPRING,EYE CONTOUR,TOPICAL,389.0
ORANGEDAILY MOISTURIZING CREAM 57 GM,أورانجيدايلي مويستوريزينج,,AMPAC USA INC. > SPRING,MOISTURIZING TOPICAL,TOPICAL,275.0
ORAONCE 100 MILLION CFU ORAL DROPS 10 ML,أوراونسي 100 ميلليون كفو أورال,PROBIOTIC (LACTOBACILLUS REUTERI),DAWA EGYPT > QUAD,PROBIOTIC,ORAL.LIQUID,110.0
ORAP FORTE 4MG 20 TAB.,أوراب فورتي,PIMOZIDE,EUMEDICA > VIE PHARMA -  IBN SINA,PSYCHIATRIC.ANTIPSYCHOTICS,ORAL.SOLID,180.0
ORASAN MOUTHWASH 125 ML,أوراسان,,HI-CARE > PIXEL,ORAL CARE,MOUTH,45.0
ORASCOOP MOUTHWASH 250 ML,أوراسكوب,,,oral care,MOUTH,50.0
ORASTATIN 100.000 I.U/ML ORAL SUSP. 30 ML,أوراستاتين 100.000 إ.أو/مل أورال,NYSTATIN,MEPACO > HI-PHARM,ANTIFUNGAL.POLYENE,ORAL.LIQUID,19.0
ORASTRINE MOUTHWASH 200 ML,أوراستريني,EUCALYPTOL+MENTHOL+METHYL SALICYLATE+THYMOL,ADWIA,MOUTH WASH,MOUTH,29.0
ORATRYPSIN 30 CAPS.,أوراتريبسين,TRYPSIN+ALPHA CHYMOTRYPSIN,> ORALINES,ANTI-INFLAMMATORY ENZYMES,ORAL.SOLID,120.0
ORAVAR 100 MG 10 SACHETS,أورافار,LACTOFERRIN,PHARMAZAD > BIOHEALTH COMPANY FOR MEDICINES,IRON SUPPLEMENT,EFF,130.0
ORAVEN MOUTH WASH 200 ML,أورافين موث واش,,HI-CARE > ROVENTIS PHARMA,ORAL CARE,MOUTH,45.0
ORAVERA 250ML MOUTHWASH,أورافيرا,CHLORHEXIDINE+SODIUM FLUORIDE+ESSENTIAL OILS,ECC > ART PHARMA FOR PHARMACEUTICAL INDUSTRIES,MOUTHWASH,MOUTH,89.0
ORAVERA 500ML MOUTHWASH,أورافيرا,CHLORHEXIDINE+SODIUM FLUORIDE+ESSENTIAL OLIS,ECC > ART PHARMA FOR PHARMACEUTICAL INDUSTRIES,MOUTHWASH,MOUTH,149.0
ORAVIT B12 1 MG S.R. 10 CAPS.,أورافيت ب12 س.ر,VITAMIN B12,SIGMA > SOVALUE PHARMA,VITAMIN B,ORAL.SOLID,18.0
ORAVIT B12 1 MG S.R. 30 CAPS.,أورافيت ب12 س.ر,VITAMIN B12,SIGMA > SOVALUE PHARMA,VITAMIN B,ORAL.SOLID,54.0
ORAXICAPITAL  250ML MOUTH WASH,أوراكسيكابيتال موث واش,PEG-40 HYDROGENATED CASTOR OIL+GLYCERIN+SODIUM SACCHARIN+AROMA+MENTHOL+SODIUM FLUORIDE+CHLORHEXIDINE DIGLUCONATE+THYMOL+SODIUM BENZOATE,SMARTEC PHARMACEUTICAL AND COSMETICS > AL ARABY PHARMACEUTICAL FOR TRADING AND MANUFACTURING,MOUTHWASH,MOUTH,75.0
ORAZONE 0.1MG/ML SYRUP 120ML,أورازوني /مل,DEXAMETHASONE,ARAB DRUG COMPANY (ADCO),GLUCOCORTICOID,ORAL.LIQUID,36.0
ORAZONE 0.5 MG 20 TABS.,أورازوني,DEXAMETHASONE,ARAB DRUG COMPANY (ADCO),GLUCOCORTICOID,ORAL.SOLID,10.5
ORCAL 30 TABLETS,أوركال,CALCIUM CARBONATE,DEBEIKY > DELTA PHARMA,CALCIUM SUPPLEMENT,ORAL.SOLID,18.0
ORCHABEPOST 1.5% EYE DPS. 10 ML,أورتشابيبوست 1.5% إيي دبس,BEPOTASTINE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTI-HISTAMINE.SECOND-GENERATION,EYE,57.0
ORCHACIN 0.3% EYE DROPS 5 ML,أورتشاسين 0.3% إيي,LOMEFLOXACIN,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTIBIOTIC.QUINOLONE,EYE,10.0
ORCHACORTIN 1% EYE OINT. 5 GM,أورتشاكورتين 1% إيي,HYDROCORTISONE ACETATE,ORCHIDIA,GLUCOCORTICOID,EYE,38.0
ORCHADEXOLINE EYE DROPS 5 ML,أورتشاديكسوليني إيي,CHLORAMPHENICOL+DEXAMETHASONE+TETRYZOLINE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,.,EYE,27.0
ORCHAMDRYAL 2.5% EYE DROPS 10*0.5ML SDU,أورتشامدريال 2.5% إيي 10 سدو,PHENYLEPHRINE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,MYDRIATIC,EYE,26.0
ORCHAMETHASONE 0.1% EYE DROPS 20*5 ML SDU,أورتشاميثاسوني 0.1% إيي 20 سدو,DEXAMETHASONE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,GLUCOCORTICOID,EYE,72.0
ORCHAPRED 0.5% EYE GEL 5 ML (N/A),أورتشابريد 0.5% إيي,PREDNISOLONE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,GLUCOCORTICOID,EYE,18.0
ORCHAPRED 1% SUSP. EYE DROPS 10 ML,أورتشابريد 1% . إيي,PREDNISOLONE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,GLUCOCORTICOID,EYE,38.0
ORCHATEARS PLUS 50MG/ML EYE DROPS 15 ML,أورتشاتيارس بلوس /مل إيي,POLYVIDONE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,EYE LUBRICANT,EYE,8.5
ORCHAZID 0.025% EYE DPS. 10 ML,أورتشازيد 0.025% إيي دبس,KETOTIFEN,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTI-HISTAMINE.SECOND-GENERATION,EYE,31.0
ORCHAZID 0.025% EYE DPS. 5 ML(CANCELLED),أورتشازيد 0.025% إيي دبس,KETOTIFEN,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTI-HISTAMINE.SECOND-GENERATION,EYE,12.0
ORCHAZID 0.025% EYE DROPS 30*0.4 ML SDU,أورتشازيد 0.025% إيي 30 سدو,KETOTIFEN,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTI-HISTAMINE.SECOND-GENERATION,EYE,60.0
ORCHICARPINE 2% EYE DROPS 10 X 0.5 ML SDU,أورتشيكاربيني 2% إيي 10 كس سدو,PILOCARPINE,ORCHIDIA PHARMACEUTICAL INDUSTRIES,ANTI-INTRA OCCULAR PRESSURE.MIOSIS INHANCER,EYE,119.0
ORCHINOHIST 0.25% EYE DROPS. 3 ML,أورتشينوهيست 0.25% إيي,ALCAFTADINE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,ANTI-HISTAMINE.SECOND-GENERATION,EYE,53.0
ORCINTA 30 CAPS,أورسينتا,CALCIUM+POTASSIUM+CHLORIDE+VITAMIN C+MAGNESIUM+PHOSPHORUS+VITAMIN B3+IRON+VITAMIN E+ZINC+PANTOTHENIC ACID+MANGANESE+VITAMIN B6+VITAMIN B2+VITAMIN B1+VITAMIN A+COPPER+FOLATE+IODINE+SELENIUM+MOLYBDENUM+CHROMIUM+BIOTIN+VITAMIN K+VITAMIN D3+VITAMIN B12,GLORIA PHARMA COMPANY > PARISHIA PHARMA,MULTIVITAMIN,ORAL.SOLID,330.0
ORDESCA 2.5MG/5ML SYP. 120 ML,أورديسكا / سيب,DESLORATADINE,RAMEDA,ANTI-HISTAMINE.ANTI-ALLERGY,ORAL.LIQUID,9.0
ORDESCA 5 MG  20 F.C.TABS.,أورديسكا,DESLORATADINE,RAMEDA,ANTI-HISTAMINE.ANTI-ALLERGY,ORAL.SOLID,20.0
ORDEX  30 PIECES,أورديكس 30 بيسيس,"VIT A 3000 IU 
VIT B1 40 MG +
VIT B6 60 MG 
FOLIC ACID 400 IU +VIT B12 100 MCG 
VIT D3 600 IU +VIT E 30 MG + 
VIT C 200 MG + 
IRON FERROUS FUMURATE 100 MG +
MAGNESIUM 400 MG + 
SELENIUM 150 MCG +ZINC 25 MG",MEDCARE > AL-JUDI MEDICAL PHARMA,MULTIVITAMIN,ORAL.SOLID,75.0
ORELOX 100MG 10 F.C. TAB. (CANCELLED),أوريلوكس,CEFPODOXIME,SANOFI,ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION,ORAL.SOLID,60.0
ORELOX 8MG/ML ORAL SUSP. (CANCELLED),أوريلوكس /مل أورال,CEFPODOXIME,AVENTIS PHARMA,ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION,ORAL.LIQUID,32.0
ORENCIA 125 MG S.C. PREF. SYRINGE(N/A),أورينسيا . بريف. سيرينجي,ABATACEPT,BRISTOL-MYERS SQUIBB > BRISTOL-MYERS SQUIBB SCIENTIFIC OFFICE,SELECTIVE T CELL COSTIMULATION MODULATOR,INJECTION,2658.0
ORENCIA 250 MG POWDER FOR IV INF.(N/A),أورينسيا,ABATACEPT,BRISTOL-MYERS SQUIBB > BRISTOL-MYERS SQUIBB SCIENTIFIC OFFICE,SELECTIVE T CELL COSTIMULATION MODULATOR,INJECTION,3499.0
ORENTAL-C ORAL SPRAY 60 ML,أورينتال-ك أورال,MENTHOL+THYMOL+VITAMIN C+CETRIMIDE+CHLORHEXIDINE GLUCONATE+PROPOLIS+GLYCERIN,HI-CARE > FARMASO,ORAL CARE,SPRAY,25.0
OREX ORAL SPRAY 60 ML,أوريكس أورال,COCAMIDOPRPYL BETAINE+PROPYLENE GLYCOL+SODIUM BENZOATE+CLOVE OIL+SAGE OIL+MYRRH OIL+PEPPERMENT OIL+SODIUM FLOURIDE,LEADER COSMETICS > ORIGINAL GROUP,ORAL CARE,SPRAY,79.5
OREX TOOTHPASTE GEL 50 GM,أوريكس توثباستي,,LEADER COSMETICS > ORIGINAL GROUP,ORAL CARE,TOPICAL,65.0
OREX-EC ORAL SPRAY 60 ML,أوريكس-إك أورال,ECHINACEA+COCAMIDOPRPYL BETAINE+PROPYLENE GLYCOL+SODIUM BENZOATE+CLOVE OIL+SAGE OIL+MYRRH OIL+PEPPERMENT OIL+SODIUM FLOURIDE,EVETA CO. FOR COSMETICS > ORIGINAL GROUP,ORAL CARE,SPRAY,89.5
OREX-MG MOUTH WASH 250 ML,أوريكس-مج موث واش,ECHINACEA+COCAMIDOPRPYL BETAINE+PROPYLENE GLYCOL+SODIUM BENZOATE+CLOVE OIL+SAGE OIL+MYRRH OIL+PEPPERMENT OIL+SODIUM FLOURIDE,EVETA CO. FOR COSMETICS > ORIGINAL GROUP,ORAL CARE,MOUTH,115.0
ORFIXITIN 1 GM I.M./I.V. VIAL,أورفيكسيتين ./,CEFOXITIN,BADR PHARMA > BIOMED PHARMACEUTICALS,ANTIBIOTIC.CEPHALOSPORIN.SECOND-GENERATION,INJECTION,30.0
ORGA C&C 10 SACHETS,أورجا ك&ك,COLLAGEN PEPTIDES MARINE SOURCE+CALCIUM CITRATE+VITAMIN C,PHARMAZAD > MG PHARMA,ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS,EFF,160.0
ORGALASE 120ML SYRUP,أورجالاسي,ALPH AMYLASE,ORGANIX > ORGENIA PHARMA,ANTI INFLAMMATORY ENZYMES,ORAL.LIQUID,45.0
ORGALIGHT CREAM 25 GM,أورجاليغت,,HI-CARE > ORGANIC PHARMA,SKIN CARE.WHITENING,TOPICAL,30.0
ORGALIGHT CREAM 30 SACHETS 5 GM,أورجاليغت,,HI-CARE > ORGANIC PHARMA,SKIN CARE.WHITENING,TOPICAL,90.0
ORGALIGHT CREAM 50 GM,أورجاليغت,,HI-CARE > ORGANIC PHARMA,WHITENING TOPICALS,TOPICAL,60.0
ORGALIGHT EXTRA CREAM 60 GM,أورجاليغت إكسترا,,HI-CARE > ORGANIC PHARMA,SKIN CARE.WHITENING,TOPICAL,52.0
ORGALIGHT PLUS CREAM 50 GM,أورجاليغت بلوس,,HI-CARE > ORGANIC PHARMA,SKIN CARE.WHITENING,TOPICAL,90.0
ORGALIGHT SOAP 100 GM,أورجاليغت سواب,,HI-CARE > ORGANIC PHARMA,SKIN CARE.WHITENING,TOPICAL,30.0
ORGALUTRAN 0.25MG/0.5 ML PRE-FILLED SYRINGE,أورجالوتران / بري-فيلليد سيرينجي,GANIRELIX,ORGANON > MERCK SHARP & DOHME SCIENTIFIC OFFICE,INFERTILITY DRUGS,INJECTION,868.0
ORGANIC ASHWAGANDHA 30TABS,أورجانيك أشواجانذا,ORGANIC ASHWAGANDHA ROOT POWDER,VITACARE,MAY REDUCE STRESS,ORAL.SOLID,590.0
ORGANIC SPIRULINA 1000 MG 120 TABS.,أورجانيك سبيرولينا,SPIRULINA,NOW FOODS > SOFICOPHARM,MULTIVITAMIN,ORAL.SOLID,1500.0
ORGANO-ORLISTAT 120 MG 20 CAPS.,أورجانو-أورليستات,ORLISTAT,ORGANOPHARMA > ORGANO,WEIGHT LOSS,ORAL.SOLID,66.5
ORGANOMOX 400MG/5ML PD. FOR ORAL SUSP. 60ML,أورجانوموكس / بد. أورال,AMOXICILLIN,MISR > ORGANO,PENICILLINS.MONOCOMPONENT,ORAL.LIQUID,8.0
ORGENACARE 60 ML NASAL SPRAY,أورجيناكاري,HYALURONIC ACID+PANTHENOL+ALLANTOIN+SODIUM BICARBONATE+SODIUM CHLORIDE,NILE FACTORY > ENERGEN PHARM,NASAL WASH,SPRAY,118.0
ORGINAL 30 TABS,أورجينال,CALCIUM+VIT D3+MG+ZINC+K2,BRAND NUTRITION > PHARMA GRAM,MULTIVITAMIN,ORAL.SOLID,80.0
ORGIRON 30 PIECES,أورجيرون 30 بيسيس,LACTOFERRIN+IRON+VITAMIN C,PHARMA ZAD > MEDTRONIC,IRON SUPPLEMENT,ORAL.SOLID,150.0
ORGISTROK 75 MG 30 F.C.TAB.,أورجيستروك,CLOPIDOGREL,EGPI > MEDISAVE DEVELOPED,ANTIPLATLET.ADP RECEPTOR BLOCKER,ORAL.SOLID,85.5
ORGITRIZINE 2.5MG/5ML SYRUP 120 ML,أورجيتريزيني /,LEVOCETIRIZINE,EGPI > ORIGIN IN PHARMA,ANTI-HISTAMINE.NON-SEDATIVE.THIRD-GENERATION,ORAL.LIQUID,15.0
ORGITRIZINE 5 MG 20 F.C.TABS.,أورجيتريزيني,LEVOCETIRIZINE,EGPI > ORIGIN IN PHARMA,ANTI-HISTAMINE.NON-SEDATIVE.THIRD-GENERATION,ORAL.SOLID,20.0
ORGIXIUM 20 MG DR 21 CAPS.,أورجيكسيوم در,ESOMEPRAZOLE,EGPI > ORIGIN IN PHARMA,PEPTIC ULCER.PROTON PUMP INHIBITOR,ORAL.SOLID,49.5
ORGIXIUM 40 MG DR 21 CAPS.,أورجيكسيوم در,ESOMEPRAZOLE,EGPI > ORIGIN IN PHARMA,PEPTIC ULCER.PROTON PUMP INHIBITOR,ORAL.SOLID,86.0
ORGOCETAMIC PLUS 10 SACHETS,أورجوسيتاميك بلوس,PARACETAMOL(ACETAMINOPHEN)+PHENYLEPHRINE HCL+VITAMIN C,ORGANOPHARMA,COLD PRODUCTS,EFF,25.0
ORGODENAFIL 100 MG 9 F.C.TAB.,أورجودينافيل,SILDENAFIL,ORGANOPHARMA,SEXUAL TONIC,ORAL.SOLID,40.5
ORGOFEXADINE 120MG 10 FILM COATED TABS.,أورجوفيكساديني 10 فيلم كواتيد,FEXOFENADINE,ORGANOPHARMA > ORGANO,ANTI-HISTAMINE.ANTI-ALLERGY,ORAL.SOLID,5.5
ORGOFEXADINE 180MG 10 F.C. TAB.,أورجوفيكساديني,FEXOFENADINE,ORGANOPHARMA > ORGANO,ANTI-HISTAMINE.ANTI-ALLERGY,ORAL.SOLID,8.0
ORGOPROXEN 500 MG 20 TAB.,أورجوبروكسين,NAPROXEN,ORGANOPHARMA > ORGANO,NSAID.PROPIONIC ACID DERIVATIVES,ORAL.SOLID,16.0
ORGOROXABAN 10 MG 20 F.C.TABS.,أورجوروكسابان,RIVAROXABAN,ORGANOPHARMA,ANTIPLATLET.DIRECT FACTOR XA INHIBITOR,ORAL.SOLID,278.0
ORGOROXABAN 15 MG 20 F.C.TABS.,أورجوروكسابان,RIVAROXABAN,ORGANOPHARMA,ANTIPLATLET.DIRECT FACTOR XA INHIBITOR,ORAL.SOLID,342.0
ORGOROXABAN 2.5 MG 30 F.C.TABS.,أورجوروكسابان,RIVAROXABAN,ORGANOPHARMA,ANTIPLATLET.DIRECT FACTOR XA INHIBITOR,ORAL.SOLID,132.0
ORGOROXABAN 20 MG 30 F.C.TABS.,أورجوروكسابان,RIVAROXABAN,ORGANOPHARMA,ANTIPLATLET.DIRECT FACTOR XA INHIBITOR,ORAL.SOLID,513.0
ORGOVASTIN 40MG 14 F.C.TAB.,أورجوفاستين,ATORVASTATIN,ORGANOPHARMA > ORGANO,ANTIHYPERLIPIDEMIC.STATINS,ORAL.SOLID,55.0
ORIA DEODORANT CREAM 30 GM,أوريا ديودورانت,CETRIMIDE+TEA TREE OIL+JASMINE FRAGRANCE+GLYCOLIC ACID+VITAMIN E+ZINC OXIDE+PANTHENOL+ALLANTOIN+OLIVE OIL+GLYCERIN,HI-CARE PHARMACEUTICALS & COSMETICS > UNIMAX,DEODORANT CREAM,TOPICAL,74.0
ORIA DIAPER RASH CREAM 75 GM,أوريا ديابير راش,ZINC OXIDE+CALENDULA EXTRACT+CHAMOMILE EXTRACT+VITAMIN C+CASTOR OIL++OLIVE OIL+HONEY+ALOE VERA+GLYCERIN+PANTHENOL,HI CARE PHARMACEUTICAL AND COSMOTICS > UNIMAX,DIAPER RASH CREAM,TOPICAL,98.0
ORIA WHITENING CREAM 50 GM,أوريا وهيتينينج,KOJIC ACID+LICORICE EXTRACT+VITAMIN C+GLYCOLIC ACID+VITAMIN B5+TITANIUM DIOXIDE+ETHYLHEXY1 METHOXYCINNAMATE+BENZOPHENONE-4+ZINC OXIDE+GLYCERIN,HI-CARE PHARMACEUTICALS & COSMETICS > UNIMAX,SKIN CARE.WHITENING,TOPICAL,240.0
ORIAMO CREAM SUN BLOCK 80 SPF 100 GM,أوريامو سون بلوك 80 سبف,OCTOCRYLENE+METHYLENE BIS-BENZOTRIAZOLYL+TETRAMETHYLBUTYLPHENOL+BUTYL METHOXYDIBENZOYLMETHANE+BENZOPHENONE-3,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > SANTEX PHARMA,SUN BLOCK,TOPICAL,155.0
ORIAMO CREAM SUN BLOCK 80 SPF 60 GM,أوريامو سون بلوك 80 سبف,OCTOCRYLENE+METHYLENE BIS-BENZOTRIAZOLYL+TETRAMETHYLBUTYLPHENOL+BUTYL METHOXYDIBENZOYLMETHANE+BENZOPHENONE-3,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > SANTEX PHARMA,SUN BLOCK,TOPICAL,80.0
ORIANNA VAG.DOUCHE 240 ML,أورياننا فاج,PROPYLENE GLYCOL+TEA TREE OIL+CHAMOMILE EXTRACT+CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS,EGYPTIAN COMPANY FOR COSMETICS > EXCEL PHARMA,VAGINAL WASH,VAGINAL,29.0
ORIANNA VAG.SPRAY 120ML,أورياننا فاج,PROPYLENE GLYCOL+TEA TREE OIL+CHAMOMILE EXTRACT+CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS,EGYPTIAN COMPANY FOR COSMETICS > EXCEL PHARMA,VAGINAL CARE,VAGINAL,20.0
ORIDAL ORAL DROPS 30 ML,أوريدال أورال,CHOLECALCIFEROL(VITAMIN D3),EL OUBOR FACTORY > BEWELL MEDICAL FOR MEDICINE TRADING,VITAMIN D,ORAL.LIQUID,60.0
ORIENT-N NIPPLE BALM CREAM 50 ML,أورينت-ن نيببلي بالم,TOCOPHEROL+PANTHENOL+BEESWAX+ALMOND OIL+PARAFFIN OIL+VASELINE+OLIVE OIL,LEADER COSMETICS > PHARMACIA ELITE,SKIN CARE.MOISTURIZING,TOPICAL,70.0
ORIENTA 10 SACHETS,أورينتا,COLLAGEN HYDROLYSATE+VITAMIN C+VITAMIN E+CALCIUM+MAGHNESIUM,MED CARE EL-OBOUR > J.C.PHARMA,ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS,EFF,100.0
